0.0854	1.2503
0.1226	1.0386
0.16	0.9444
0.1974	0.8922
0.2346	0.8481
0.272	0.8151
0.3094	0.7877
0.3466	0.7635
0.384	0.7422
0.4214	0.7228
0.4586	0.705
0.496	0.6885
0.5334	0.673
0.5706	0.6585
0.608	0.6447
0.6454	0.6317
0.6826	0.6192
0.72	0.6074
0.7574	0.5961
0.7946	0.5855
0.832	0.5761
0.8694	0.5673
0.9066	0.5595
0.944	0.5599
0.9814	0.5401
